state,county,tract,block group,NAME,B01001_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E
53,033,023300,4,"Block Group 4, Census Tract 233, King County, Washington",1335,80,0,70,11,14,9,11,39,14,0,14,21
53,033,023401,2,"Block Group 2, Census Tract 234.01, King County, Washington",1463,0,15,40,18,34,9,30,31,14,45,6,6
53,033,023401,3,"Block Group 3, Census Tract 234.01, King County, Washington",1329,6,0,22,0,0,0,11,0,10,0,0,31
53,033,024100,2,"Block Group 2, Census Tract 241, King County, Washington",858,20,12,39,16,10,20,12,14,60,8,6,25
53,033,032703,1,"Block Group 1, Census Tract 327.03, King County, Washington",1431,19,17,19,12,6,0,27,11,16,7,8,0
53,033,032703,2,"Block Group 2, Census Tract 327.03, King County, Washington",1055,15,7,7,0,0,0,8,6,0,0,4,0
53,033,004800,4,"Block Group 4, Census Tract 48, King County, Washington",1305,0,22,0,0,0,0,0,0,0,0,15,0
53,033,004800,1,"Block Group 1, Census Tract 48, King County, Washington",1363,11,27,0,13,0,0,28,0,13,0,0,0
53,033,004800,3,"Block Group 3, Census Tract 48, King County, Washington",1413,40,0,0,0,0,0,0,0,0,0,0,0
53,033,004800,2,"Block Group 2, Census Tract 48, King County, Washington",1334,49,13,22,13,13,0,16,0,39,0,30,16
53,033,022202,1,"Block Group 1, Census Tract 222.02, King County, Washington",1375,0,71,16,11,0,19,10,33,29,0,0,0
53,033,022202,3,"Block Group 3, Census Tract 222.02, King County, Washington",1233,0,0,34,16,37,0,0,36,66,67,0,2
53,033,022202,4,"Block Group 4, Census Tract 222.02, King County, Washington",988,0,0,30,0,0,16,22,106,33,0,17,0
53,033,022202,5,"Block Group 5, Census Tract 222.02, King County, Washington",1998,12,16,37,16,0,0,0,50,33,13,0,0
53,033,022202,2,"Block Group 2, Census Tract 222.02, King County, Washington",1843,29,18,20,16,0,0,0,38,0,20,0,0
53,033,022203,3,"Block Group 3, Census Tract 222.03, King County, Washington",1080,0,24,30,31,14,8,8,34,8,53,14,8
53,033,022203,2,"Block Group 2, Census Tract 222.03, King County, Washington",2060,32,17,15,18,7,0,0,41,25,7,0,0
53,033,022203,1,"Block Group 1, Census Tract 222.03, King County, Washington",1864,23,38,10,23,0,7,15,18,29,7,7,0
53,033,028901,1,"Block Group 1, Census Tract 289.01, King County, Washington",1020,27,8,0,0,0,17,8,0,12,0,10,13
53,033,028901,2,"Block Group 2, Census Tract 289.01, King County, Washington",378,0,0,0,8,10,0,0,10,0,58,10,20
53,033,001300,2,"Block Group 2, Census Tract 13, King County, Washington",1282,0,28,0,58,0,0,40,45,0,10,0,6
53,033,001300,3,"Block Group 3, Census Tract 13, King County, Washington",1614,0,18,12,0,0,0,0,40,0,0,0,26
53,033,001500,2,"Block Group 2, Census Tract 15, King County, Washington",1245,24,10,61,30,9,19,22,9,46,7,39,8
53,033,002100,2,"Block Group 2, Census Tract 21, King County, Washington",1192,18,0,9,0,13,0,24,28,9,0,12,0
53,033,002100,1,"Block Group 1, Census Tract 21, King County, Washington",1784,0,22,25,0,9,0,39,17,40,17,4,18
53,033,003600,1,"Block Group 1, Census Tract 36, King County, Washington",1676,0,0,28,0,0,0,0,0,28,0,0,0
53,033,003600,3,"Block Group 3, Census Tract 36, King County, Washington",1438,26,83,63,0,0,0,21,26,26,0,0,19
53,033,029204,1,"Block Group 1, Census Tract 292.04, King County, Washington",2578,32,34,80,45,0,0,57,20,33,0,0,0
53,033,029305,3,"Block Group 3, Census Tract 293.05, King County, Washington",1084,0,44,30,16,0,0,0,10,58,16,8,18
53,033,029305,1,"Block Group 1, Census Tract 293.05, King County, Washington",1361,0,30,27,0,17,0,26,6,23,5,43,15
53,033,029305,2,"Block Group 2, Census Tract 293.05, King County, Washington",933,0,6,11,0,0,0,11,5,31,0,9,0
53,033,030003,2,"Block Group 2, Census Tract 300.03, King County, Washington",1470,32,31,21,109,0,15,29,31,32,81,0,15
53,033,030003,1,"Block Group 1, Census Tract 300.03, King County, Washington",1018,0,92,0,0,18,0,16,16,38,55,0,14
53,033,030003,5,"Block Group 5, Census Tract 300.03, King County, Washington",1460,0,0,0,0,0,0,47,0,0,0,0,0
53,033,030202,1,"Block Group 1, Census Tract 302.02, King County, Washington",900,22,21,8,0,19,0,35,20,17,19,0,34
53,033,030202,2,"Block Group 2, Census Tract 302.02, King County, Washington",1549,10,0,75,35,20,0,33,22,0,40,0,0
53,033,030202,3,"Block Group 3, Census Tract 302.02, King County, Washington",777,0,20,20,16,0,17,0,0,21,17,17,0
53,033,030202,5,"Block Group 5, Census Tract 302.02, King County, Washington",1780,18,0,9,43,0,43,34,19,52,35,80,66
53,033,002400,3,"Block Group 3, Census Tract 24, King County, Washington",1464,17,15,18,8,0,7,15,17,25,8,0,25
53,033,010200,3,"Block Group 3, Census Tract 102, King County, Washington",1278,15,0,57,14,0,5,0,49,13,9,5,11
53,033,010200,4,"Block Group 4, Census Tract 102, King County, Washington",1286,23,12,10,5,0,5,11,12,45,12,0,0
53,033,010500,5,"Block Group 5, Census Tract 105, King County, Washington",1801,29,14,0,0,0,44,15,39,45,0,27,15
53,033,010500,4,"Block Group 4, Census Tract 105, King County, Washington",3561,0,32,29,26,0,0,0,0,16,46,39,0
53,033,010500,3,"Block Group 3, Census Tract 105, King County, Washington",1141,33,19,54,29,0,33,38,0,35,28,0,33
53,033,010500,1,"Block Group 1, Census Tract 105, King County, Washington",1380,0,0,62,0,0,76,63,15,28,60,20,294
53,033,010500,2,"Block Group 2, Census Tract 105, King County, Washington",1312,14,21,0,28,0,0,0,0,0,0,0,0
53,033,011101,2,"Block Group 2, Census Tract 111.01, King County, Washington",1580,0,0,43,40,0,29,41,16,27,15,0,16
53,033,011101,3,"Block Group 3, Census Tract 111.01, King County, Washington",1713,11,33,1,0,0,0,0,12,0,11,10,28
53,033,011101,1,"Block Group 1, Census Tract 111.01, King County, Washington",962,12,12,12,0,0,0,11,23,86,13,0,41
53,033,011101,4,"Block Group 4, Census Tract 111.01, King County, Washington",1306,3,22,0,14,0,0,36,16,27,13,14,15
53,033,011700,3,"Block Group 3, Census Tract 117, King County, Washington",1345,0,8,23,10,31,8,12,30,45,0,19,26
53,033,011700,4,"Block Group 4, Census Tract 117, King County, Washington",706,17,18,10,0,12,0,0,24,45,10,0,0
53,033,020100,2,"Block Group 2, Census Tract 201, King County, Washington",1117,10,0,34,0,0,10,0,10,61,0,0,9
53,033,020100,3,"Block Group 3, Census Tract 201, King County, Washington",972,60,24,95,21,19,0,50,0,86,39,11,14
53,033,020700,3,"Block Group 3, Census Tract 207, King County, Washington",1303,17,23,13,11,5,5,2,32,0,6,21,75
53,033,020800,3,"Block Group 3, Census Tract 208, King County, Washington",925,11,32,49,0,28,30,2,32,34,20,17,38
53,033,020800,1,"Block Group 1, Census Tract 208, King County, Washington",1359,23,52,33,8,15,14,16,43,82,43,34,0
53,033,020800,2,"Block Group 2, Census Tract 208, King County, Washington",1235,24,7,7,0,0,8,27,14,31,8,7,17
53,033,031906,2,"Block Group 2, Census Tract 319.06, King County, Washington",2337,34,81,97,18,21,0,73,47,38,57,14,34
53,033,031909,1,"Block Group 1, Census Tract 319.09, King County, Washington",1843,36,20,12,25,6,19,48,21,19,41,13,14
53,033,032212,2,"Block Group 2, Census Tract 322.12, King County, Washington",929,20,0,33,0,0,0,0,33,0,0,0,0
53,033,032212,3,"Block Group 3, Census Tract 322.12, King County, Washington",1918,54,60,0,0,0,0,75,40,0,0,32,35
53,033,032316,1,"Block Group 1, Census Tract 323.16, King County, Washington",753,0,18,15,13,0,0,10,0,22,12,0,0
53,033,032316,2,"Block Group 2, Census Tract 323.16, King County, Washington",1797,9,34,32,20,16,0,7,7,39,7,7,8
53,033,032320,1,"Block Group 1, Census Tract 323.20, King County, Washington",1449,0,45,14,8,8,0,25,29,14,17,20,3
53,033,032320,3,"Block Group 3, Census Tract 323.20, King County, Washington",1633,21,54,21,14,18,8,8,47,19,21,16,0
53,033,032702,5,"Block Group 5, Census Tract 327.02, King County, Washington",987,21,0,3,2,0,0,21,3,10,0,0,0
53,033,032702,4,"Block Group 4, Census Tract 327.02, King County, Washington",1145,0,15,0,0,0,0,0,0,13,13,15,48
53,033,032702,1,"Block Group 1, Census Tract 327.02, King County, Washington",1245,0,19,14,37,0,0,22,23,23,13,9,10
53,033,022703,1,"Block Group 1, Census Tract 227.03, King County, Washington",1424,6,5,23,14,13,3,8,7,17,24,3,18
53,033,006500,3,"Block Group 3, Census Tract 65, King County, Washington",1839,38,0,65,16,14,0,0,30,36,0,17,0
53,033,006500,1,"Block Group 1, Census Tract 65, King County, Washington",1192,0,38,53,0,17,0,33,18,65,21,0,0
53,033,026001,5,"Block Group 5, Census Tract 260.01, King County, Washington",1622,14,28,9,0,0,47,0,64,29,8,10,75
53,033,000200,1,"Block Group 1, Census Tract 2, King County, Washington",1381,60,14,0,69,19,0,18,0,77,0,0,38
53,033,000200,3,"Block Group 3, Census Tract 2, King County, Washington",1894,31,0,16,0,0,0,17,19,0,0,0,18
53,033,000200,4,"Block Group 4, Census Tract 2, King County, Washington",1068,0,33,17,34,0,21,0,18,51,24,1,4
53,033,023000,2,"Block Group 2, Census Tract 230, King County, Washington",1229,11,0,28,18,10,10,40,36,34,1,1,50
53,033,023000,3,"Block Group 3, Census Tract 230, King County, Washington",1941,0,0,40,13,20,0,10,0,16,37,18,9
53,033,023000,4,"Block Group 4, Census Tract 230, King County, Washington",1284,11,14,51,8,10,18,5,36,49,9,10,8
53,033,023000,1,"Block Group 1, Census Tract 230, King County, Washington",1715,0,0,34,34,0,45,24,0,30,31,36,34
53,033,023603,1,"Block Group 1, Census Tract 236.03, King County, Washington",1277,18,7,13,3,0,15,0,7,13,4,53,2
53,033,023603,3,"Block Group 3, Census Tract 236.03, King County, Washington",1310,20,0,73,26,0,0,41,36,96,46,0,18
53,033,023603,4,"Block Group 4, Census Tract 236.03, King County, Washington",1232,0,0,0,0,0,0,0,0,0,0,0,27
53,033,023603,2,"Block Group 2, Census Tract 236.03, King County, Washington",2743,0,22,0,0,0,0,0,0,0,17,0,0
53,033,031601,3,"Block Group 3, Census Tract 316.01, King County, Washington",1640,16,18,52,71,0,10,20,38,53,0,10,9
53,033,031601,2,"Block Group 2, Census Tract 316.01, King County, Washington",1806,12,20,48,66,20,0,37,10,56,61,26,11
53,033,029306,1,"Block Group 1, Census Tract 293.06, King County, Washington",2160,35,7,0,16,14,0,9,75,119,23,41,40
53,033,029306,2,"Block Group 2, Census Tract 293.06, King County, Washington",1596,23,22,7,11,29,11,12,31,11,51,4,23
53,033,029408,1,"Block Group 1, Census Tract 294.08, King County, Washington",974,9,11,11,0,0,8,22,18,9,8,0,0
53,033,029408,2,"Block Group 2, Census Tract 294.08, King County, Washington",1285,25,27,31,10,26,9,8,0,0,23,10,0
53,033,029601,1,"Block Group 1, Census Tract 296.01, King County, Washington",1871,12,28,14,0,0,14,16,16,16,54,7,28
53,033,029601,4,"Block Group 4, Census Tract 296.01, King County, Washington",1032,28,0,23,27,11,0,0,35,16,0,16,0
53,033,030004,1,"Block Group 1, Census Tract 300.04, King County, Washington",2168,0,8,0,0,5,6,8,5,0,5,6,5
53,033,030004,4,"Block Group 4, Census Tract 300.04, King County, Washington",1066,0,23,6,11,19,9,19,23,30,0,1,1
53,033,030311,1,"Block Group 1, Census Tract 303.11, King County, Washington",1182,19,15,7,46,0,0,0,17,48,0,0,15
53,033,030311,3,"Block Group 3, Census Tract 303.11, King County, Washington",1671,21,8,0,62,26,0,13,0,55,68,42,7
53,033,010900,1,"Block Group 1, Census Tract 109, King County, Washington",650,20,8,0,0,8,0,0,0,0,8,0,7
53,033,011102,1,"Block Group 1, Census Tract 111.02, King County, Washington",1543,18,37,33,11,7,27,30,74,27,12,46,89
53,033,011102,4,"Block Group 4, Census Tract 111.02, King County, Washington",1172,0,26,0,18,0,0,18,7,27,0,0,6
53,033,011102,2,"Block Group 2, Census Tract 111.02, King County, Washington",1304,0,0,15,8,0,0,37,0,27,11,0,7
53,033,032500,4,"Block Group 4, Census Tract 325, King County, Washington",1712,12,58,15,4,6,0,17,40,17,12,16,19
53,033,032500,1,"Block Group 1, Census Tract 325, King County, Washington",1445,13,26,35,0,11,0,13,13,24,11,0,0
53,033,000401,2,"Block Group 2, Census Tract 4.01, King County, Washington",1748,8,0,27,0,0,0,12,29,30,20,14,0
53,033,000200,6,"Block Group 6, Census Tract 2, King County, Washington",1381,33,16,19,0,0,16,0,27,19,0,0,0
53,033,007000,5,"Block Group 5, Census Tract 70, King County, Washington",950,0,27,0,32,0,0,0,28,8,81,0,107
53,033,030304,2,"Block Group 2, Census Tract 303.04, King County, Washington",2334,11,12,12,30,0,13,24,45,11,47,9,0
53,033,030600,4,"Block Group 4, Census Tract 306, King County, Washington",1464,0,8,0,0,0,0,9,0,66,23,0,0
53,033,030802,2,"Block Group 2, Census Tract 308.02, King County, Washington",1239,0,9,28,27,10,20,21,28,48,0,9,8
53,033,030802,1,"Block Group 1, Census Tract 308.02, King County, Washington",1418,19,40,18,9,0,0,11,27,17,10,0,0
53,033,031000,1,"Block Group 1, Census Tract 310, King County, Washington",2944,16,41,12,18,8,13,49,17,49,22,19,0
53,033,031800,3,"Block Group 3, Census Tract 318, King County, Washington",1432,34,14,22,14,19,56,0,37,85,19,21,7
53,033,031800,2,"Block Group 2, Census Tract 318, King County, Washington",1383,54,64,21,14,7,0,14,28,36,31,0,0
53,033,030310,1,"Block Group 1, Census Tract 303.10, King County, Washington",837,9,11,0,0,0,38,19,28,26,0,0,6
53,033,028600,6,"Block Group 6, Census Tract 286, King County, Washington",1278,0,46,54,29,0,0,10,69,39,40,23,0
53,033,028600,2,"Block Group 2, Census Tract 286, King County, Washington",826,16,19,12,11,26,0,28,25,25,0,0,92
53,033,028600,5,"Block Group 5, Census Tract 286, King County, Washington",1192,39,30,0,0,0,133,43,13,0,15,0,118
53,033,028600,4,"Block Group 4, Census Tract 286, King County, Washington",963,49,13,53,0,13,15,52,12,12,0,0,0
53,033,029003,2,"Block Group 2, Census Tract 290.03, King County, Washington",1453,0,12,0,0,0,0,30,0,19,0,0,0
53,033,029003,4,"Block Group 4, Census Tract 290.03, King County, Washington",1096,0,0,0,0,0,0,0,18,0,88,30,0
53,033,020200,3,"Block Group 3, Census Tract 202, King County, Washington",877,14,0,38,34,0,0,0,0,42,19,0,0
53,033,020200,2,"Block Group 2, Census Tract 202, King County, Washington",1260,30,3,29,50,17,81,5,6,18,73,60,201
53,033,020200,5,"Block Group 5, Census Tract 202, King County, Washington",1162,0,14,1,19,0,1,0,24,18,17,12,0
53,033,020200,4,"Block Group 4, Census Tract 202, King County, Washington",1110,15,21,42,71,35,31,17,79,39,38,41,13
53,033,020200,1,"Block Group 1, Census Tract 202, King County, Washington",898,0,0,24,0,38,17,40,0,11,0,38,0
53,033,020300,1,"Block Group 1, Census Tract 203, King County, Washington",1802,0,62,59,0,0,0,81,0,79,0,0,14
53,033,020300,3,"Block Group 3, Census Tract 203, King County, Washington",904,0,15,0,0,0,14,29,17,15,0,10,7
53,033,020300,2,"Block Group 2, Census Tract 203, King County, Washington",1210,0,0,17,14,0,39,0,0,23,25,16,14
53,033,020300,4,"Block Group 4, Census Tract 203, King County, Washington",1381,0,23,16,0,0,0,14,0,38,0,0,0
53,033,020300,5,"Block Group 5, Census Tract 203, King County, Washington",2061,46,78,15,163,48,14,18,21,58,119,29,43
53,033,021500,4,"Block Group 4, Census Tract 215, King County, Washington",1037,12,16,32,20,6,8,26,26,38,12,0,7
53,033,021500,1,"Block Group 1, Census Tract 215, King County, Washington",1240,7,22,15,27,0,0,31,7,21,25,0,6
53,033,021500,2,"Block Group 2, Census Tract 215, King County, Washington",1178,0,22,16,20,22,6,0,23,14,14,27,0
53,033,021500,3,"Block Group 3, Census Tract 215, King County, Washington",1366,27,47,43,58,21,9,10,18,80,22,48,15
53,033,022102,4,"Block Group 4, Census Tract 221.02, King County, Washington",1784,29,38,0,15,0,17,15,14,29,0,0,8
53,033,022102,3,"Block Group 3, Census Tract 221.02, King County, Washington",1048,12,10,0,16,0,0,0,0,0,14,0,65
53,033,022703,2,"Block Group 2, Census Tract 227.03, King County, Washington",1140,7,17,16,23,11,0,27,25,25,23,12,0
53,033,027500,2,"Block Group 2, Census Tract 275, King County, Washington",1217,40,0,8,11,27,0,37,12,0,8,35,35
53,033,028801,2,"Block Group 2, Census Tract 288.01, King County, Washington",1342,9,11,23,13,0,30,0,7,14,15,0,24
53,033,030311,2,"Block Group 2, Census Tract 303.11, King County, Washington",1774,11,0,0,51,8,14,14,30,14,24,0,8
53,033,030311,4,"Block Group 4, Census Tract 303.11, King County, Washington",444,5,16,7,0,0,0,0,7,0,0,0,6
53,033,030312,1,"Block Group 1, Census Tract 303.12, King County, Washington",1268,0,11,12,24,0,0,0,0,46,5,0,7
53,033,030312,3,"Block Group 3, Census Tract 303.12, King County, Washington",1353,8,15,17,0,0,0,15,0,8,0,0,0
53,033,030404,3,"Block Group 3, Census Tract 304.04, King County, Washington",992,16,8,35,25,0,0,10,20,30,35,0,0
53,033,030404,1,"Block Group 1, Census Tract 304.04, King County, Washington",2410,8,20,38,75,0,22,19,55,28,31,9,22
53,033,031400,4,"Block Group 4, Census Tract 314, King County, Washington",805,16,0,0,0,0,0,16,0,0,15,0,0
53,033,031400,5,"Block Group 5, Census Tract 314, King County, Washington",1007,1,30,0,20,14,17,13,17,30,21,17,30
53,033,031400,3,"Block Group 3, Census Tract 314, King County, Washington",1857,0,19,51,0,0,0,0,51,18,32,13,15
53,033,031400,1,"Block Group 1, Census Tract 314, King County, Washington",1106,0,13,17,0,17,27,15,40,30,17,0,16
53,033,031703,2,"Block Group 2, Census Tract 317.03, King County, Washington",1400,18,50,17,0,12,12,21,13,29,26,0,2
53,033,031703,4,"Block Group 4, Census Tract 317.03, King County, Washington",1411,20,0,12,23,0,0,24,71,63,51,27,73
53,033,000700,2,"Block Group 2, Census Tract 7, King County, Washington",1629,0,25,2,27,0,0,0,10,19,17,20,3
53,033,000700,4,"Block Group 4, Census Tract 7, King County, Washington",668,0,0,0,12,0,0,0,0,0,0,14,39
53,033,002200,1,"Block Group 1, Census Tract 22, King County, Washington",1822,15,16,0,70,18,18,0,15,31,33,51,49
53,033,002200,3,"Block Group 3, Census Tract 22, King County, Washington",1316,0,0,38,54,74,0,33,65,52,70,17,16
53,033,002200,2,"Block Group 2, Census Tract 22, King County, Washington",1514,17,18,18,0,0,0,0,18,67,0,16,16
53,033,003600,4,"Block Group 4, Census Tract 36, King County, Washington",2435,66,28,78,60,40,72,22,21,73,0,20,112
53,033,003800,2,"Block Group 2, Census Tract 38, King County, Washington",1156,15,13,38,6,5,11,14,32,18,5,8,6
53,033,006100,1,"Block Group 1, Census Tract 61, King County, Washington",1187,0,12,25,0,0,0,0,0,14,2,0,13
53,033,006100,3,"Block Group 3, Census Tract 61, King County, Washington",1803,0,28,29,0,40,0,28,14,14,21,0,0
53,033,032602,1,"Block Group 1, Census Tract 326.02, King County, Washington",4114,81,72,30,0,16,19,41,58,16,14,18,0
53,033,032602,2,"Block Group 2, Census Tract 326.02, King County, Washington",1408,32,38,23,0,41,0,0,39,0,0,0,0
53,033,007000,3,"Block Group 3, Census Tract 70, King County, Washington",1797,28,55,0,0,0,53,0,0,46,0,0,28
53,033,007000,4,"Block Group 4, Census Tract 70, King County, Washington",1192,28,28,79,0,0,0,56,0,78,0,0,0
53,033,007000,1,"Block Group 1, Census Tract 70, King County, Washington",1198,0,0,28,28,0,0,51,0,13,27,0,0
53,033,007000,2,"Block Group 2, Census Tract 70, King County, Washington",1226,26,27,0,0,82,0,0,0,28,0,0,0
53,033,009500,2,"Block Group 2, Census Tract 95, King County, Washington",1517,41,0,5,0,6,0,0,22,52,21,0,21
53,033,009500,1,"Block Group 1, Census Tract 95, King County, Washington",1934,0,26,63,22,0,0,14,42,69,21,0,0
53,033,009500,4,"Block Group 4, Census Tract 95, King County, Washington",1887,24,17,35,16,0,32,0,43,37,0,25,24
53,033,009500,3,"Block Group 3, Census Tract 95, King County, Washington",1450,10,0,32,20,12,15,0,0,59,17,16,0
53,033,028403,1,"Block Group 1, Census Tract 284.03, King County, Washington",2816,0,136,36,0,10,0,0,99,0,24,0,0
53,033,028403,3,"Block Group 3, Census Tract 284.03, King County, Washington",1005,0,28,27,14,12,1,16,28,54,24,10,10
53,033,028403,2,"Block Group 2, Census Tract 284.03, King County, Washington",1298,0,48,58,96,14,0,0,32,45,30,95,0
53,033,030501,1,"Block Group 1, Census Tract 305.01, King County, Washington",1002,7,2,4,12,9,19,11,0,31,8,4,47
53,033,030501,2,"Block Group 2, Census Tract 305.01, King County, Washington",942,22,19,6,29,7,12,17,22,23,55,59,16
53,033,031302,1,"Block Group 1, Census Tract 313.02, King County, Washington",1015,0,0,17,19,9,7,24,9,19,0,8,9
53,033,031302,3,"Block Group 3, Census Tract 313.02, King County, Washington",1449,10,9,37,31,49,10,9,37,46,35,34,28
53,033,032210,1,"Block Group 1, Census Tract 322.10, King County, Washington",1721,0,15,0,0,0,41,43,0,103,41,0,0
53,033,008200,3,"Block Group 3, Census Tract 82, King County, Washington",1464,0,0,32,15,99,86,0,0,10,42,94,174
53,033,008200,1,"Block Group 1, Census Tract 82, King County, Washington",1777,0,0,40,14,0,11,15,0,13,0,11,0
53,033,011800,5,"Block Group 5, Census Tract 118, King County, Washington",1428,21,0,0,0,60,0,19,41,0,0,55,0
53,033,005801,4,"Block Group 4, Census Tract 58.01, King County, Washington",1216,0,35,16,0,0,0,0,0,0,0,0,7
53,033,005801,1,"Block Group 1, Census Tract 58.01, King County, Washington",1242,1,22,0,9,0,0,7,0,0,24,0,2
53,033,005801,3,"Block Group 3, Census Tract 58.01, King County, Washington",1767,12,45,13,0,32,28,0,18,11,0,31,19
53,033,000402,4,"Block Group 4, Census Tract 4.02, King County, Washington",1648,15,27,16,30,16,59,12,22,11,48,43,215
53,033,029303,1,"Block Group 1, Census Tract 293.03, King County, Washington",867,17,15,0,21,0,0,0,15,0,17,20,0
53,033,029303,3,"Block Group 3, Census Tract 293.03, King County, Washington",2956,10,32,17,34,52,23,18,72,51,136,21,86
53,033,029303,4,"Block Group 4, Census Tract 293.03, King County, Washington",1011,0,10,0,17,0,0,0,49,14,16,16,0
53,033,029303,2,"Block Group 2, Census Tract 293.03, King County, Washington",991,0,14,18,0,14,0,19,31,0,14,0,27
53,033,029307,2,"Block Group 2, Census Tract 293.07, King County, Washington",1774,24,9,100,10,0,0,31,0,45,39,28,14
53,033,029307,1,"Block Group 1, Census Tract 293.07, King County, Washington",1490,20,0,9,8,0,20,11,0,45,0,20,0
53,033,029307,3,"Block Group 3, Census Tract 293.07, King County, Washington",1050,48,0,47,19,9,0,10,0,36,37,10,4
53,033,029406,2,"Block Group 2, Census Tract 294.06, King County, Washington",2984,52,27,35,16,0,18,27,30,37,7,8,40
53,033,029406,1,"Block Group 1, Census Tract 294.06, King County, Washington",2239,28,8,33,0,6,0,8,30,24,62,32,8
53,033,029700,2,"Block Group 2, Census Tract 297, King County, Washington",1561,0,15,47,15,15,0,55,17,15,60,31,0
53,033,029700,3,"Block Group 3, Census Tract 297, King County, Washington",1479,0,0,30,16,0,17,0,31,75,65,0,35
53,033,000402,3,"Block Group 3, Census Tract 4.02, King County, Washington",1393,0,0,0,20,0,10,28,50,0,13,0,10
53,033,005400,1,"Block Group 1, Census Tract 54, King County, Washington",1340,35,31,22,0,0,0,0,0,0,0,0,0
53,033,005400,2,"Block Group 2, Census Tract 54, King County, Washington",1356,46,27,23,34,0,0,44,68,0,0,0,0
53,033,021400,3,"Block Group 3, Census Tract 214, King County, Washington",1383,10,19,60,10,23,10,26,9,32,33,0,9
53,033,022003,2,"Block Group 2, Census Tract 220.03, King County, Washington",1189,15,0,15,6,16,7,12,13,30,15,38,13
53,033,032322,3,"Block Group 3, Census Tract 323.22, King County, Washington",1535,22,43,35,19,0,0,12,24,33,0,0,0
53,033,032322,1,"Block Group 1, Census Tract 323.22, King County, Washington",1127,22,18,1,0,0,0,0,12,8,9,0,3
53,033,032704,4,"Block Group 4, Census Tract 327.04, King County, Washington",1759,16,33,50,0,0,48,30,15,11,0,0,31
53,033,032704,2,"Block Group 2, Census Tract 327.04, King County, Washington",1680,15,41,0,0,9,16,14,33,15,9,0,0
53,033,031206,1,"Block Group 1, Census Tract 312.06, King County, Washington",1243,0,11,0,8,0,0,0,0,11,7,0,0
53,033,031206,2,"Block Group 2, Census Tract 312.06, King County, Washington",1946,0,17,52,19,0,54,27,45,18,9,63,114
53,033,030201,1,"Block Group 1, Census Tract 302.01, King County, Washington",1129,26,11,8,8,0,25,0,23,7,8,7,15
53,033,030201,2,"Block Group 2, Census Tract 302.01, King County, Washington",1295,16,13,9,0,0,0,13,8,8,0,0,0
53,033,030401,2,"Block Group 2, Census Tract 304.01, King County, Washington",2096,70,10,58,0,0,49,0,43,30,14,15,0
53,033,008900,3,"Block Group 3, Census Tract 89, King County, Washington",1293,49,0,0,0,0,0,11,0,0,0,0,0
53,033,008900,4,"Block Group 4, Census Tract 89, King County, Washington",1249,3,17,15,5,3,0,4,169,16,5,11,27
53,033,008900,1,"Block Group 1, Census Tract 89, King County, Washington",1398,18,16,0,15,0,0,94,22,52,17,15,37
53,033,009100,1,"Block Group 1, Census Tract 91, King County, Washington",916,0,63,15,8,14,60,0,9,70,31,36,21
53,033,009400,3,"Block Group 3, Census Tract 94, King County, Washington",1164,22,100,0,0,120,21,0,23,21,17,19,0
53,033,009400,1,"Block Group 1, Census Tract 94, King County, Washington",2087,0,0,16,0,0,0,0,36,0,0,111,16
53,033,009400,5,"Block Group 5, Census Tract 94, King County, Washington",1379,29,0,0,0,0,0,0,23,0,0,0,0
53,033,009400,4,"Block Group 4, Census Tract 94, King County, Washington",1285,0,0,21,16,0,0,21,0,16,0,0,0
53,033,009600,5,"Block Group 5, Census Tract 96, King County, Washington",1204,0,15,61,42,0,14,15,15,45,42,15,14
53,033,009600,1,"Block Group 1, Census Tract 96, King County, Washington",965,42,79,83,0,14,0,15,24,50,15,16,0
53,033,009600,3,"Block Group 3, Census Tract 96, King County, Washington",978,13,18,68,0,0,18,34,13,38,13,13,0
53,033,009701,3,"Block Group 3, Census Tract 97.01, King County, Washington",1340,0,15,47,20,0,21,46,62,51,0,0,20
53,033,009900,3,"Block Group 3, Census Tract 99, King County, Washington",1610,0,0,13,16,0,0,49,0,14,14,0,0
53,033,009900,1,"Block Group 1, Census Tract 99, King County, Washington",1276,2,39,0,15,28,0,15,13,0,0,28,3
53,033,009900,4,"Block Group 4, Census Tract 99, King County, Washington",1335,53,31,31,0,0,0,44,0,0,0,0,0
53,033,010200,2,"Block Group 2, Census Tract 102, King County, Washington",905,21,11,22,15,0,0,0,23,32,22,19,43
53,033,030310,3,"Block Group 3, Census Tract 303.10, King County, Washington",2211,25,16,17,0,0,0,9,23,93,10,9,17
53,033,029203,2,"Block Group 2, Census Tract 292.03, King County, Washington",1605,7,15,39,18,18,2,0,16,48,2,3,68
53,033,029502,2,"Block Group 2, Census Tract 295.02, King County, Washington",1196,0,53,0,27,0,0,52,31,84,15,23,0
53,033,029504,1,"Block Group 1, Census Tract 295.04, King County, Washington",1353,0,17,4,0,32,28,0,26,27,33,0,61
53,033,029504,2,"Block Group 2, Census Tract 295.04, King County, Washington",2255,0,16,0,50,0,0,100,5,31,0,7,6
53,033,030700,1,"Block Group 1, Census Tract 307, King County, Washington",1073,1,0,27,24,0,0,0,51,0,14,0,11
53,033,030700,2,"Block Group 2, Census Tract 307, King County, Washington",1865,6,15,27,21,0,11,0,10,30,0,19,26
