state,county,tract,block group,NAME,B01001_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E
53,033,002400,2,"Block Group 2, Census Tract 24, King County, Washington",940,0,28,0,11,0,0,20,30,9,32,9,0
53,033,003000,4,"Block Group 4, Census Tract 30, King County, Washington",1796,18,21,0,0,0,0,0,0,0,0,0,36
53,033,003000,1,"Block Group 1, Census Tract 30, King County, Washington",1725,23,80,1,0,16,2,28,20,42,4,0,2
53,033,003000,2,"Block Group 2, Census Tract 30, King County, Washington",1362,0,0,0,17,18,0,16,14,0,18,0,16
53,033,003000,3,"Block Group 3, Census Tract 30, King County, Washington",1445,17,37,17,0,19,17,19,0,0,19,0,40
53,033,006600,2,"Block Group 2, Census Tract 66, King County, Washington",2213,0,14,0,16,15,0,0,17,14,0,0,0
53,033,006600,1,"Block Group 1, Census Tract 66, King County, Washington",2048,0,18,98,0,0,0,40,16,34,0,0,0
53,033,006900,3,"Block Group 3, Census Tract 69, King County, Washington",1114,0,0,15,16,31,17,0,39,33,17,32,0
53,033,006900,1,"Block Group 1, Census Tract 69, King County, Washington",1327,0,0,0,31,0,0,0,16,17,0,0,39
53,033,006900,2,"Block Group 2, Census Tract 69, King County, Washington",1318,17,0,40,15,0,0,37,16,35,15,0,17
53,033,006900,4,"Block Group 4, Census Tract 69, King County, Washington",1405,24,38,27,0,33,0,0,0,43,17,0,0
53,033,031501,2,"Block Group 2, Census Tract 315.01, King County, Washington",1768,47,20,17,9,0,9,12,82,49,0,17,0
53,033,031501,3,"Block Group 3, Census Tract 315.01, King County, Washington",1085,0,0,23,0,0,26,28,13,10,0,0,10
53,033,031501,1,"Block Group 1, Census Tract 315.01, King County, Washington",1289,36,45,9,27,15,29,12,13,23,42,0,29
53,033,031502,2,"Block Group 2, Census Tract 315.02, King County, Washington",1077,40,0,28,0,13,21,20,41,50,20,49,100
53,033,029700,4,"Block Group 4, Census Tract 297, King County, Washington",1118,0,18,33,15,0,0,48,33,15,16,0,15
53,033,029700,1,"Block Group 1, Census Tract 297, King County, Washington",1683,42,25,17,0,0,47,15,0,31,16,62,159
53,033,031603,1,"Block Group 1, Census Tract 316.03, King County, Washington",1981,0,0,10,24,37,0,0,47,0,8,0,0
53,033,031603,3,"Block Group 3, Census Tract 316.03, King County, Washington",1114,0,0,26,64,0,0,0,88,20,33,16,0
53,033,031603,2,"Block Group 2, Census Tract 316.03, King County, Washington",1354,31,41,0,0,0,0,0,26,30,0,0,8
53,033,031907,3,"Block Group 3, Census Tract 319.07, King County, Washington",2571,0,62,30,35,0,9,63,12,58,24,18,21
53,033,031907,1,"Block Group 1, Census Tract 319.07, King County, Washington",803,0,0,11,32,9,2,0,14,25,40,31,3
53,033,031907,5,"Block Group 5, Census Tract 319.07, King County, Washington",1173,22,0,23,34,13,0,9,35,27,10,10,0
53,033,032002,2,"Block Group 2, Census Tract 320.02, King County, Washington",1459,0,24,20,20,14,0,17,27,16,10,35,10
53,033,032002,1,"Block Group 1, Census Tract 320.02, King County, Washington",1771,11,40,32,11,18,0,20,11,31,55,10,0
53,033,032103,3,"Block Group 3, Census Tract 321.03, King County, Washington",1725,15,23,16,16,0,0,19,0,0,0,0,0
53,033,032307,3,"Block Group 3, Census Tract 323.07, King County, Washington",1163,0,68,0,0,14,0,0,28,11,0,0,0
53,033,032307,1,"Block Group 1, Census Tract 323.07, King County, Washington",1738,44,0,72,15,12,0,0,12,36,24,0,0
53,033,032307,2,"Block Group 2, Census Tract 323.07, King County, Washington",1204,0,12,41,0,0,0,26,0,29,25,0,0
53,033,032005,3,"Block Group 3, Census Tract 320.05, King County, Washington",1359,0,0,0,0,0,0,0,0,0,11,0,58
53,033,032005,6,"Block Group 6, Census Tract 320.05, King County, Washington",902,0,0,15,0,0,1,0,33,18,2,13,6
53,033,032005,1,"Block Group 1, Census Tract 320.05, King County, Washington",643,23,8,58,0,0,0,0,19,21,0,0,0
53,033,004400,3,"Block Group 3, Census Tract 44, King County, Washington",2110,18,0,30,0,0,0,16,0,14,0,0,0
53,033,032328,2,"Block Group 2, Census Tract 323.28, King County, Washington",942,4,0,29,7,0,0,8,19,43,0,0,0
53,033,032328,3,"Block Group 3, Census Tract 323.28, King County, Washington",1284,0,34,8,10,8,0,0,23,24,9,0,8
53,033,004100,4,"Block Group 4, Census Tract 41, King County, Washington",1009,0,0,0,17,12,20,4,13,27,13,12,19
53,033,004100,1,"Block Group 1, Census Tract 41, King County, Washington",1205,15,40,14,0,0,12,13,40,0,0,12,0
53,033,004100,3,"Block Group 3, Census Tract 41, King County, Washington",1785,10,25,70,14,0,12,0,37,46,11,11,0
53,033,004100,5,"Block Group 5, Census Tract 41, King County, Washington",1227,17,12,70,0,0,0,0,23,70,0,0,0
53,033,004100,2,"Block Group 2, Census Tract 41, King County, Washington",1975,55,70,41,23,24,29,45,52,94,25,0,66
53,033,004900,1,"Block Group 1, Census Tract 49, King County, Washington",1491,19,0,20,48,7,7,39,36,20,58,30,32
53,033,004900,5,"Block Group 5, Census Tract 49, King County, Washington",1896,0,18,18,19,0,0,0,17,0,0,0,40
53,033,005000,1,"Block Group 1, Census Tract 50, King County, Washington",1481,0,34,14,0,0,0,31,0,14,0,9,0
53,033,005000,2,"Block Group 2, Census Tract 50, King County, Washington",1016,0,19,14,0,0,0,0,0,0,0,0,0
53,033,005302,3,"Block Group 3, Census Tract 53.02, King County, Washington",1849,0,0,0,0,0,0,0,0,0,0,0,0
53,033,005302,1,"Block Group 1, Census Tract 53.02, King County, Washington",2692,0,0,0,0,0,0,0,0,0,0,0,0
53,033,006800,2,"Block Group 2, Census Tract 68, King County, Washington",1831,0,20,10,20,11,9,12,32,21,15,0,8
53,033,007100,2,"Block Group 2, Census Tract 71, King County, Washington",3192,9,19,11,0,6,0,0,0,0,19,0,0
53,033,025803,1,"Block Group 1, Census Tract 258.03, King County, Washington",1481,2,28,14,18,0,18,0,24,31,43,25,64
53,033,026600,2,"Block Group 2, Census Tract 266, King County, Washington",1389,4,30,31,27,10,0,19,16,39,17,11,7
53,033,026801,3,"Block Group 3, Census Tract 268.01, King County, Washington",1116,101,11,14,9,0,0,0,0,7,0,0,0
53,033,026801,2,"Block Group 2, Census Tract 268.01, King County, Washington",1687,12,0,2,19,0,56,11,22,6,1,33,1
53,033,026801,4,"Block Group 4, Census Tract 268.01, King County, Washington",1588,63,42,0,0,0,0,8,0,11,0,0,0
53,033,027200,2,"Block Group 2, Census Tract 272, King County, Washington",1702,20,15,29,26,0,0,22,38,3,18,3,0
53,033,029001,1,"Block Group 1, Census Tract 290.01, King County, Washington",1034,9,0,29,18,16,63,6,10,18,8,73,164
53,033,029403,1,"Block Group 1, Census Tract 294.03, King County, Washington",2496,29,40,32,55,6,0,51,56,42,17,26,28
53,033,029403,3,"Block Group 3, Census Tract 294.03, King County, Washington",2446,8,36,19,20,0,0,8,21,59,55,36,31
53,033,029407,1,"Block Group 1, Census Tract 294.07, King County, Washington",1845,18,6,0,35,37,7,25,20,6,32,11,24
53,033,029407,3,"Block Group 3, Census Tract 294.07, King County, Washington",902,16,0,13,7,5,13,49,0,34,36,18,14
53,033,029503,4,"Block Group 4, Census Tract 295.03, King County, Washington",1231,0,0,0,16,0,65,0,0,0,0,0,0
53,033,029503,1,"Block Group 1, Census Tract 295.03, King County, Washington",1289,0,10,0,58,0,12,0,32,0,1,0,29
53,033,029503,2,"Block Group 2, Census Tract 295.03, King County, Washington",1825,0,15,40,0,0,0,16,56,16,0,0,14
53,033,029503,5,"Block Group 5, Census Tract 295.03, King County, Washington",2247,0,0,0,19,0,16,0,0,0,0,0,0
53,033,027600,3,"Block Group 3, Census Tract 276, King County, Washington",1074,12,0,35,15,7,7,0,19,53,32,8,28
53,033,029405,5,"Block Group 5, Census Tract 294.05, King County, Washington",958,0,0,25,11,0,0,7,19,0,0,0,7
53,033,029405,2,"Block Group 2, Census Tract 294.05, King County, Washington",1533,13,63,18,8,0,9,13,62,17,0,7,11
53,033,029405,3,"Block Group 3, Census Tract 294.05, King County, Washington",1067,7,6,20,0,0,0,13,0,0,0,0,11
53,033,029602,1,"Block Group 1, Census Tract 296.02, King County, Washington",1179,17,15,12,20,18,0,19,7,49,50,0,0
53,033,029602,2,"Block Group 2, Census Tract 296.02, King County, Washington",1603,21,8,31,36,6,7,41,16,14,12,12,8
53,033,029901,3,"Block Group 3, Census Tract 299.01, King County, Washington",1646,23,0,21,0,19,0,0,0,41,10,9,0
53,033,029901,2,"Block Group 2, Census Tract 299.01, King County, Washington",1079,0,0,11,6,0,0,20,20,0,7,0,0
53,033,030306,4,"Block Group 4, Census Tract 303.06, King County, Washington",1292,0,11,0,23,0,0,0,0,0,13,0,0
53,033,030306,2,"Block Group 2, Census Tract 303.06, King County, Washington",1169,0,0,30,9,10,18,24,0,34,17,0,17
53,033,030308,2,"Block Group 2, Census Tract 303.08, King County, Washington",1869,0,0,40,24,0,0,0,32,99,0,0,0
53,033,030308,1,"Block Group 1, Census Tract 303.08, King County, Washington",980,0,17,58,0,0,0,0,0,11,14,0,1
53,033,030309,1,"Block Group 1, Census Tract 303.09, King County, Washington",1435,41,24,79,0,0,0,0,25,46,17,0,18
53,033,030309,3,"Block Group 3, Census Tract 303.09, King County, Washington",878,21,19,0,23,18,0,21,17,24,0,0,0
53,033,032214,2,"Block Group 2, Census Tract 322.14, King County, Washington",2805,35,0,11,11,22,0,46,23,32,19,0,0
53,033,004400,4,"Block Group 4, Census Tract 44, King County, Washington",2143,0,34,0,0,0,15,0,18,0,0,0,0
53,033,005301,4,"Block Group 4, Census Tract 53.01, King County, Washington",1286,0,0,0,0,0,0,0,0,0,0,0,0
53,033,005301,2,"Block Group 2, Census Tract 53.01, King County, Washington",3124,0,16,0,0,18,0,0,0,0,16,0,17
53,033,006400,1,"Block Group 1, Census Tract 64, King County, Washington",1350,0,19,19,13,0,15,0,0,20,9,0,6
53,033,006400,2,"Block Group 2, Census Tract 64, King County, Washington",1061,11,9,26,0,0,0,19,27,28,0,0,22
53,033,008400,1,"Block Group 1, Census Tract 84, King County, Washington",1756,17,0,3,0,0,0,0,0,0,0,0,0
53,033,001900,1,"Block Group 1, Census Tract 19, King County, Washington",2210,32,9,7,23,34,17,8,34,18,28,67,79
53,033,001900,3,"Block Group 3, Census Tract 19, King County, Washington",1314,21,9,16,13,0,0,0,35,11,16,0,8
53,033,003400,2,"Block Group 2, Census Tract 34, King County, Washington",1096,5,27,8,0,0,0,0,41,8,0,0,0
53,033,009800,5,"Block Group 5, Census Tract 98, King County, Washington",1367,0,26,24,0,0,18,0,49,18,23,0,0
53,033,010401,1,"Block Group 1, Census Tract 104.01, King County, Washington",945,29,0,11,14,0,0,11,15,0,9,16,0
53,033,010401,2,"Block Group 2, Census Tract 104.01, King County, Washington",2193,0,45,29,46,16,17,12,101,82,55,14,13
53,033,010701,1,"Block Group 1, Census Tract 107.01, King County, Washington",2492,7,1,4,6,0,0,30,1,20,10,36,1
53,033,011001,3,"Block Group 3, Census Tract 110.01, King County, Washington",2349,28,37,19,14,0,21,0,10,37,42,19,37
53,033,025301,3,"Block Group 3, Census Tract 253.01, King County, Washington",2914,0,0,0,22,9,9,10,12,0,0,38,20
53,033,032213,3,"Block Group 3, Census Tract 322.13, King County, Washington",2119,14,21,5,6,0,0,32,16,6,22,0,0
53,033,032213,2,"Block Group 2, Census Tract 322.13, King County, Washington",1196,0,16,3,0,0,7,18,18,0,0,6,0
53,033,032214,3,"Block Group 3, Census Tract 322.14, King County, Washington",2067,0,31,0,0,0,10,11,21,14,2,20,3
53,033,011402,2,"Block Group 2, Census Tract 114.02, King County, Washington",1375,9,0,21,0,11,0,8,11,0,0,0,0
53,033,011402,1,"Block Group 1, Census Tract 114.02, King County, Washington",1452,9,8,37,8,0,0,67,21,33,8,0,8
53,033,022605,3,"Block Group 3, Census Tract 226.05, King County, Washington",1990,0,0,0,0,0,0,13,45,0,0,0,0
53,033,023404,1,"Block Group 1, Census Tract 234.04, King County, Washington",2046,33,25,40,16,18,0,20,28,66,47,13,0
53,033,023403,2,"Block Group 2, Census Tract 234.03, King County, Washington",1424,31,23,17,40,0,8,16,26,52,0,28,13
53,033,001100,2,"Block Group 2, Census Tract 11, King County, Washington",1247,21,21,29,0,11,41,0,13,15,10,7,0
53,033,002800,3,"Block Group 3, Census Tract 28, King County, Washington",1237,0,0,10,6,0,11,24,0,19,0,0,0
53,033,002800,2,"Block Group 2, Census Tract 28, King County, Washington",1146,0,21,13,0,8,0,26,32,0,9,0,0
53,033,002800,1,"Block Group 1, Census Tract 28, King County, Washington",1366,20,22,31,9,0,7,13,7,16,8,0,20
53,033,026300,2,"Block Group 2, Census Tract 263, King County, Washington",1173,18,18,36,6,7,0,7,13,21,0,6,26
53,033,027800,3,"Block Group 3, Census Tract 278, King County, Washington",1627,43,31,19,12,29,12,17,25,43,21,27,25
53,033,027800,1,"Block Group 1, Census Tract 278, King County, Washington",963,18,0,32,30,18,31,19,46,29,31,15,93
53,033,028000,3,"Block Group 3, Census Tract 280, King County, Washington",1148,0,64,35,0,2,0,0,18,37,13,0,11
53,033,028000,2,"Block Group 2, Census Tract 280, King County, Washington",1912,0,3,13,0,0,0,0,46,15,17,0,0
53,033,028402,1,"Block Group 1, Census Tract 284.02, King County, Washington",891,15,8,15,12,14,2,6,28,16,0,11,21
53,033,011300,3,"Block Group 3, Census Tract 113, King County, Washington",1074,0,0,7,12,2,0,0,0,5,0,0,4
53,033,029205,2,"Block Group 2, Census Tract 292.05, King County, Washington",1705,34,0,0,0,0,0,0,0,0,0,0,0
53,033,029205,3,"Block Group 3, Census Tract 292.05, King County, Washington",1144,0,25,0,0,0,0,13,27,54,12,0,0
53,033,007100,1,"Block Group 1, Census Tract 71, King County, Washington",2109,39,0,30,32,19,0,14,38,0,69,36,0
53,033,007200,2,"Block Group 2, Census Tract 72, King County, Washington",2478,0,0,0,0,0,92,0,0,60,0,0,0
53,033,008500,2,"Block Group 2, Census Tract 85, King County, Washington",770,0,23,12,8,0,10,0,25,55,9,0,10
53,033,008500,3,"Block Group 3, Census Tract 85, King County, Washington",1945,8,2,23,0,0,14,0,3,10,8,63,0
53,033,008700,1,"Block Group 1, Census Tract 87, King County, Washington",1608,30,12,12,10,0,33,0,28,35,0,14,0
53,033,008700,2,"Block Group 2, Census Tract 87, King County, Washington",1457,9,0,15,0,0,0,0,0,8,0,0,18
53,033,010300,2,"Block Group 2, Census Tract 103, King County, Washington",1394,5,23,0,0,0,0,30,0,27,0,0,0
53,033,010300,5,"Block Group 5, Census Tract 103, King County, Washington",1148,0,0,16,0,0,0,0,0,16,0,0,0
53,033,010300,4,"Block Group 4, Census Tract 103, King County, Washington",1923,0,0,35,0,21,0,0,21,19,0,57,0
53,033,010600,6,"Block Group 6, Census Tract 106, King County, Washington",1266,17,0,47,16,0,0,0,13,35,0,0,0
53,033,010600,3,"Block Group 3, Census Tract 106, King County, Washington",1812,44,17,32,34,0,0,16,71,35,33,0,78
53,033,010600,4,"Block Group 4, Census Tract 106, King County, Washington",1235,0,36,0,0,0,18,35,1,0,0,0,36
53,033,021802,3,"Block Group 3, Census Tract 218.02, King County, Washington",1405,51,0,0,0,0,0,24,35,20,0,19,0
53,033,025301,2,"Block Group 2, Census Tract 253.01, King County, Washington",1895,0,17,55,25,30,0,23,69,32,32,11,21
53,033,025601,1,"Block Group 1, Census Tract 256.01, King County, Washington",1143,12,27,27,0,0,0,19,20,0,0,2,10
53,033,025601,3,"Block Group 3, Census Tract 256.01, King County, Washington",2409,0,32,49,10,44,2,29,27,19,20,13,22
53,033,025601,2,"Block Group 2, Census Tract 256.01, King County, Washington",1811,12,11,52,21,15,10,21,85,48,9,48,32
53,033,025805,3,"Block Group 3, Census Tract 258.05, King County, Washington",1646,0,22,25,12,28,15,41,4,8,12,5,14
53,033,025805,1,"Block Group 1, Census Tract 258.05, King County, Washington",2693,21,10,52,10,0,0,15,32,24,0,9,17
53,033,025805,2,"Block Group 2, Census Tract 258.05, King County, Washington",905,0,0,14,33,0,0,0,24,15,18,9,3
53,033,011401,2,"Block Group 2, Census Tract 114.01, King County, Washington",1563,16,0,8,17,0,0,12,10,9,31,0,0
53,033,025302,2,"Block Group 2, Census Tract 253.02, King County, Washington",1923,18,0,27,15,12,46,30,63,44,40,0,98
53,033,025302,1,"Block Group 1, Census Tract 253.02, King County, Washington",2024,14,25,27,0,26,65,28,16,121,70,76,88
53,033,025806,1,"Block Group 1, Census Tract 258.06, King County, Washington",1329,8,0,44,21,0,12,9,6,48,21,3,34
53,033,025806,2,"Block Group 2, Census Tract 258.06, King County, Washington",2308,21,16,58,32,0,0,26,16,16,4,9,0
53,033,032326,1,"Block Group 1, Census Tract 323.26, King County, Washington",1317,13,61,36,22,0,7,24,52,11,25,0,0
53,033,008400,3,"Block Group 3, Census Tract 84, King County, Washington",1292,0,14,0,13,0,0,0,0,0,0,13,0
53,033,008100,3,"Block Group 3, Census Tract 81, King County, Washington",1245,22,67,86,70,0,12,38,15,91,30,14,0
53,033,008001,5,"Block Group 5, Census Tract 80.01, King County, Washington",1074,0,0,58,0,19,0,0,49,29,0,0,0
53,033,008001,4,"Block Group 4, Census Tract 80.01, King County, Washington",1541,0,29,0,0,0,0,0,0,20,0,0,0
53,033,029101,2,"Block Group 2, Census Tract 291.01, King County, Washington",1633,8,0,11,37,0,0,10,35,79,0,11,11
53,033,030006,2,"Block Group 2, Census Tract 300.06, King County, Washington",1752,33,10,41,0,32,0,0,46,76,85,77,26
53,033,030006,1,"Block Group 1, Census Tract 300.06, King County, Washington",2212,28,7,8,27,14,0,21,0,25,28,0,41
53,033,030314,3,"Block Group 3, Census Tract 303.14, King County, Washington",1439,5,9,34,50,5,27,29,10,87,55,54,93
53,033,024903,1,"Block Group 1, Census Tract 249.03, King County, Washington",1946,99,0,18,50,0,0,0,51,0,36,18,0
53,033,024903,3,"Block Group 3, Census Tract 249.03, King County, Washington",1319,15,43,0,0,24,0,20,0,41,22,0,0
53,033,025003,4,"Block Group 4, Census Tract 250.03, King County, Washington",1452,50,0,58,12,0,0,0,16,73,0,12,0
53,033,025003,3,"Block Group 3, Census Tract 250.03, King County, Washington",1244,0,47,0,13,0,0,14,14,31,17,0,15
53,033,024300,5,"Block Group 5, Census Tract 243, King County, Washington",1298,29,11,43,0,37,0,18,23,17,48,11,13
53,033,024300,1,"Block Group 1, Census Tract 243, King County, Washington",1792,8,45,22,14,0,0,18,20,35,0,14,14
53,033,024300,3,"Block Group 3, Census Tract 243, King County, Washington",1493,30,0,93,13,11,0,10,12,64,38,57,0
53,033,024602,3,"Block Group 3, Census Tract 246.02, King County, Washington",672,18,0,15,15,14,0,8,0,16,15,26,0
53,033,024602,2,"Block Group 2, Census Tract 246.02, King County, Washington",2201,39,23,15,20,30,17,45,27,17,15,40,1
53,033,024800,3,"Block Group 3, Census Tract 248, King County, Washington",2372,16,0,0,19,0,19,0,0,62,0,16,19
53,033,024800,1,"Block Group 1, Census Tract 248, King County, Washington",1153,10,0,35,0,14,0,17,22,0,15,8,23
53,033,025804,2,"Block Group 2, Census Tract 258.04, King County, Washington",659,0,27,0,13,9,0,18,49,13,0,8,0
53,033,026802,4,"Block Group 4, Census Tract 268.02, King County, Washington",1227,7,18,21,20,0,10,8,10,30,18,10,10
53,033,026802,2,"Block Group 2, Census Tract 268.02, King County, Washington",804,9,11,20,0,0,0,9,18,9,12,21,9
53,033,008400,2,"Block Group 2, Census Tract 84, King County, Washington",2041,24,46,14,28,25,28,0,52,30,25,116,84
53,033,008800,1,"Block Group 1, Census Tract 88, King County, Washington",1391,35,11,0,0,0,4,21,15,0,5,0,0
53,033,008800,2,"Block Group 2, Census Tract 88, King County, Washington",1527,0,0,0,0,36,0,0,0,23,11,11,26
53,033,008800,3,"Block Group 3, Census Tract 88, King County, Washington",1760,0,29,0,0,14,0,0,0,0,0,0,43
53,033,009000,2,"Block Group 2, Census Tract 90, King County, Washington",1906,17,27,33,40,56,31,6,29,59,92,105,100
53,033,009000,1,"Block Group 1, Census Tract 90, King County, Washington",1566,48,26,62,30,21,0,8,31,9,11,15,0
53,033,009800,3,"Block Group 3, Census Tract 98, King County, Washington",1521,17,68,21,0,0,0,22,21,17,38,0,0
53,033,009800,4,"Block Group 4, Census Tract 98, King County, Washington",1858,17,25,18,0,48,66,0,19,85,0,99,38
53,033,009800,1,"Block Group 1, Census Tract 98, King County, Washington",1308,0,26,0,0,0,8,0,0,67,27,0,23
53,033,032327,2,"Block Group 2, Census Tract 323.27, King County, Washington",936,0,15,17,20,0,0,14,0,44,0,0,0
53,033,003400,3,"Block Group 3, Census Tract 34, King County, Washington",1087,20,7,17,10,0,0,27,0,19,8,0,0
53,033,003400,1,"Block Group 1, Census Tract 34, King County, Washington",1421,30,11,11,3,0,0,29,22,15,14,10,18
53,033,022902,2,"Block Group 2, Census Tract 229.02, King County, Washington",944,0,0,52,21,0,11,12,0,52,48,10,10
53,033,022902,3,"Block Group 3, Census Tract 229.02, King County, Washington",775,0,7,4,13,3,19,36,0,0,0,0,21
53,033,022902,1,"Block Group 1, Census Tract 229.02, King County, Washington",1763,11,36,24,96,0,0,27,46,25,64,9,0
53,033,022902,4,"Block Group 4, Census Tract 229.02, King County, Washington",1872,18,25,28,38,9,10,21,30,77,0,11,0
53,033,022902,5,"Block Group 5, Census Tract 229.02, King County, Washington",1309,15,0,25,34,0,0,6,15,24,10,31,0
53,033,022603,3,"Block Group 3, Census Tract 226.03, King County, Washington",1370,38,33,0,0,0,0,0,0,0,0,0,0
53,033,022603,4,"Block Group 4, Census Tract 226.03, King County, Washington",1978,21,21,23,0,0,0,21,17,65,37,13,0
53,033,012000,1,"Block Group 1, Census Tract 120, King County, Washington",1185,0,26,36,0,0,0,8,43,9,9,0,9
53,033,024500,2,"Block Group 2, Census Tract 245, King County, Washington",1307,12,7,69,27,6,58,20,8,47,0,7,20
53,033,024601,1,"Block Group 1, Census Tract 246.01, King County, Washington",1471,23,45,36,14,28,28,15,28,44,29,37,0
53,033,024601,3,"Block Group 3, Census Tract 246.01, King County, Washington",1597,0,19,67,39,8,11,22,73,37,35,2,55
53,033,025500,3,"Block Group 3, Census Tract 255, King County, Washington",1432,29,3,33,11,0,5,10,44,25,35,10,0
53,033,025500,1,"Block Group 1, Census Tract 255, King County, Washington",2062,0,21,5,6,0,0,0,43,37,0,0,0
53,033,030310,4,"Block Group 4, Census Tract 303.10, King County, Washington",2033,10,37,0,5,0,49,0,0,28,0,10,96
53,033,029602,3,"Block Group 3, Census Tract 296.02, King County, Washington",3511,18,13,28,40,0,0,43,0,29,15,62,0
53,033,032208,5,"Block Group 5, Census Tract 322.08, King County, Washington",2933,44,0,46,27,16,0,28,63,48,16,32,0
53,033,002900,2,"Block Group 2, Census Tract 29, King County, Washington",1539,9,62,21,0,0,0,10,9,31,0,17,19
53,033,003100,5,"Block Group 5, Census Tract 31, King County, Washington",1602,0,47,0,0,0,27,0,0,22,23,48,0
53,033,003100,2,"Block Group 2, Census Tract 31, King County, Washington",1269,0,22,0,0,0,0,0,44,23,0,21,21
53,033,003100,1,"Block Group 1, Census Tract 31, King County, Washington",939,0,41,0,0,0,0,18,0,0,0,0,0
53,033,003900,2,"Block Group 2, Census Tract 39, King County, Washington",1157,0,33,46,30,0,9,22,39,67,0,0,10
53,033,003900,1,"Block Group 1, Census Tract 39, King County, Washington",1940,9,17,10,0,9,18,9,10,10,9,28,53
53,033,032319,3,"Block Group 3, Census Tract 323.19, King County, Washington",1866,11,0,21,1,19,34,16,18,19,17,36,111
53,033,032319,4,"Block Group 4, Census Tract 323.19, King County, Washington",1254,0,0,19,0,0,70,0,18,0,0,91,183
53,033,032321,3,"Block Group 3, Census Tract 323.21, King County, Washington",2564,36,12,42,0,0,0,32,10,23,0,0,0
53,033,032321,1,"Block Group 1, Census Tract 323.21, King County, Washington",1116,9,14,15,14,0,0,14,26,0,0,22,0
53,033,032324,3,"Block Group 3, Census Tract 323.24, King County, Washington",1855,21,0,34,17,0,0,0,19,17,16,0,0
53,033,032324,1,"Block Group 1, Census Tract 323.24, King County, Washington",970,2,46,4,0,0,2,0,32,27,0,17,2
53,033,032324,2,"Block Group 2, Census Tract 323.24, King County, Washington",1574,18,15,0,0,0,0,0,60,17,0,0,17
53,033,032401,4,"Block Group 4, Census Tract 324.01, King County, Washington",942,0,19,0,0,0,0,0,0,19,0,0,0
53,033,028802,1,"Block Group 1, Census Tract 288.02, King County, Washington",2255,27,46,0,0,9,11,46,45,12,10,20,19
53,033,031000,2,"Block Group 2, Census Tract 310, King County, Washington",1574,21,37,0,0,0,0,18,33,21,0,22,8
53,033,030902,1,"Block Group 1, Census Tract 309.02, King County, Washington",2588,38,0,7,47,0,0,43,16,54,3,44,2
53,033,032316,4,"Block Group 4, Census Tract 323.16, King County, Washington",1355,18,0,9,0,7,0,0,0,0,19,7,0
53,033,028100,1,"Block Group 1, Census Tract 281, King County, Washington",1282,0,4,7,3,0,20,14,21,20,11,7,15
53,033,028100,2,"Block Group 2, Census Tract 281, King County, Washington",1547,7,3,12,5,0,9,9,4,16,0,4,11
53,033,028700,2,"Block Group 2, Census Tract 287, King County, Washington",1151,9,11,4,17,15,11,0,12,30,0,25,11
53,033,028700,1,"Block Group 1, Census Tract 287, King County, Washington",1107,6,14,10,22,6,0,11,10,14,14,5,10
53,033,028700,3,"Block Group 3, Census Tract 287, King County, Washington",1886,37,12,75,37,5,9,48,5,48,71,23,33
53,033,028700,4,"Block Group 4, Census Tract 287, King County, Washington",1229,7,8,22,7,0,0,0,0,31,30,0,15
53,033,028902,2,"Block Group 2, Census Tract 289.02, King County, Washington",1395,0,23,12,0,0,0,0,71,0,0,20,0
53,033,028902,1,"Block Group 1, Census Tract 289.02, King County, Washington",541,0,0,0,0,0,72,0,0,0,0,0,0
53,033,028902,4,"Block Group 4, Census Tract 289.02, King County, Washington",2242,0,17,16,0,0,0,0,19,72,0,0,0
53,033,028902,3,"Block Group 3, Census Tract 289.02, King County, Washington",1401,2,2,10,0,7,0,7,18,2,2,17,41
53,033,028902,5,"Block Group 5, Census Tract 289.02, King County, Washington",1605,36,8,0,0,0,0,20,0,0,11,0,18
53,033,029004,1,"Block Group 1, Census Tract 290.04, King County, Washington",1812,37,0,1,31,8,0,0,13,12,33,26,7
53,033,029004,2,"Block Group 2, Census Tract 290.04, King County, Washington",2166,0,0,15,0,21,0,0,0,0,0,0,0
53,033,032315,1,"Block Group 1, Census Tract 323.15, King County, Washington",1771,53,7,18,35,23,0,11,10,44,0,20,0
53,033,002700,1,"Block Group 1, Census Tract 27, King County, Washington",1759,19,13,0,0,0,0,32,0,15,0,0,53
53,033,023500,2,"Block Group 2, Census Tract 235, King County, Washington",1354,27,18,0,20,0,10,7,10,0,39,0,10
53,033,023500,3,"Block Group 3, Census Tract 235, King County, Washington",1317,10,22,35,30,0,10,23,17,25,22,16,0
53,033,024902,3,"Block Group 3, Census Tract 249.02, King County, Washington",1331,0,13,25,24,20,9,10,10,29,16,30,25
53,033,024902,1,"Block Group 1, Census Tract 249.02, King County, Washington",1189,29,30,7,8,7,16,17,8,31,7,30,0
53,033,025101,2,"Block Group 2, Census Tract 251.01, King County, Washington",1072,0,0,50,0,14,0,24,22,15,52,14,0
53,033,025101,1,"Block Group 1, Census Tract 251.01, King County, Washington",2223,27,0,17,42,0,13,13,18,15,0,50,5
53,033,025400,2,"Block Group 2, Census Tract 254, King County, Washington",1515,14,41,0,0,0,0,42,19,0,0,0,15
53,033,025400,4,"Block Group 4, Census Tract 254, King County, Washington",725,3,26,15,0,0,0,13,0,0,0,0,0
